Nome do Curso,Módulo,Nome do Módulo,Aula,Duração,Data Início,Data Fim,Status
Cientista de Dados,2,Excel Intermediário,5. Configurando para Impressão,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,6. EX 04 - Configurando para impressao,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,7. Hyperlink Externo e Interno,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,8. EX 05 - Hyperlink externo e interno,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,9. Atalhos do Excel + Colar Especial,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,10. EX 06 - Atalhos do excel colar especial,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,11. Criando Tabelas,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,12. EX 07 - Criando Tabelas,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,13. Funções e Fórmulas do Excel I,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,14. EX 09 - Funções e Fórmulas do Excel l,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,15. Funções e Fórmulas do Excel II,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,16. EX 10 - Funcoes e formulas do excel II,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,17. Função SE I,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,18. EX 11 - Função SE l,N/D,N/D,N/D,Concluído
Cientista de Dados,2,Excel Intermediário,19. Função SE II,N/D,N/D,N/D,Concluído
